index,questions,keys,datadic,col_name,assessment,domains,measures
329,shows idiosyncratic attachment objects may strangely attached objects people,ASSQ_24,ASSQ,"ASSQ,ASSQ_24",Parent Measures,Demographic_Questionnaire_Measures,Autism Spectrum Screening Questionnaire
330,bullied children,ASSQ_25,ASSQ,"ASSQ,ASSQ_25",Parent Measures,Demographic_Questionnaire_Measures,Autism Spectrum Screening Questionnaire
331,markedly facial expression,ASSQ_26,ASSQ,"ASSQ,ASSQ_26",Parent Measures,Demographic_Questionnaire_Measures,Autism Spectrum Screening Questionnaire
332,markedly posture,ASSQ_27,ASSQ,"ASSQ,ASSQ_27",Parent Measures,Demographic_Questionnaire_Measures,Autism Spectrum Screening Questionnaire
334,drink containing alcohol,AUDIT_01,AUDIT,,,,
335,drinks containing alcohol typical drinking,AUDIT_02,AUDIT,,,,
336,least three drinks one occasion,AUDIT_02_a,AUDIT,,,,
337,b least two drinks one occasion,AUDIT_02_b,AUDIT,,,,
338,six drinks one occassion,AUDIT_03,AUDIT,,,,
339,last year found able stop drinking started,AUDIT_04,AUDIT,,,,
340,never found able stop drinking started,AUDIT_04_a,AUDIT,,,,
341,last year failed normally expected drinking,AUDIT_05,AUDIT,,,,
342,last year needed first drink morning going heavy drinking session,AUDIT_06,AUDIT,,,,
343,last year feeling guilt remorse drinking,AUDIT_07,AUDIT,,,,
344,last year remember happened night drinking,AUDIT_08,AUDIT,,,,
345,someone else injured result drinking,AUDIT_09,AUDIT,,,,
346,relative friend doctor health worker concerned drinking suggested cut,AUDIT_10,AUDIT,,,,
348,father level education,Father_Edu,Barratt,"Barratt,Father_Edu",Parent Measures,Demographic_Questionnaire_Measures,Barratt Simplified Measure of Social Status
349,mother level education,Mother_Edu,Barratt,"Barratt,Mother_Edu",Parent Measures,Demographic_Questionnaire_Measures,Barratt Simplified Measure of Social Status
350,father level occupation,Father_Occupation,Barratt,"Barratt,Father_Occupation",Parent Measures,Demographic_Questionnaire_Measures,Barratt Simplified Measure of Social Status
351,mother level occupation,Mother_Occupation,Barratt,"Barratt,Mother_Occupation",Parent Measures,Demographic_Questionnaire_Measures,Barratt Simplified Measure of Social Status
352,education,Total_Edu,Barratt,"Barratt,Total_Edu",Parent Measures,Demographic_Questionnaire_Measures,Barratt Simplified Measure of Social Status
355,participant id,EID,BasicDemo,,,,
356,start date,START_DATE,BasicDemo,,,,
358,sex,Sex,BasicDemo,,,,
359,,Age,BasicDemo,,,,
380,blurt first thing think,C3SR_01,C3SR,"C3SR,C3SR_01",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
381,struggle complete hard tasks,C3SR_02,C3SR,"C3SR,C3SR_02",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
382,hard pay attention details,C3SR_03,C3SR,"C3SR,C3SR_03",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
383,hard sit still,C3SR_04,C3SR,"C3SR,C3SR_04",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
384,pay attention f,C3SR_05,C3SR,"C3SR,C3SR_05",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
385,good things,C3SR_06,C3SR,"C3SR,C3SR_06",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
386,make mistakes,C3SR_07,C3SR,"C3SR,C3SR_07",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
387,things hurt people,C3SR_08,C3SR,"C3SR,C3SR_08",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
388,understanding read,C3SR_09,C3SR,"C3SR,C3SR_09",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
389,start fights people,C3SR_10,C3SR,"C3SR,C3SR_10",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
390,like people say good things,C3SR_11,C3SR,"C3SR,C3SR_11",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
391,tell truth even tell white lies,C3SR_12,C3SR,"C3SR,C3SR_12",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
392,spelling,C3SR_13,C3SR,"C3SR,C3SR_13",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
393,lose track supposed,C3SR_14,C3SR,"C3SR,C3SR_14",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
394,playing things quietly,C3SR_15,C3SR,"C3SR,C3SR_15",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
395,distracted things going around,C3SR_16,C3SR,"C3SR,C3SR_16",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
396,break things angry upset,C3SR_17,C3SR,"C3SR,C3SR_17",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
397,finishing things,C3SR_18,C3SR,"C3SR,C3SR_18",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
398,punishment house fair,C3SR_19,C3SR,"C3SR,C3SR_19",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
399,happy even waiting long line,C3SR_20,C3SR,"C3SR,C3SR_20",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
400,people like around,C3SR_21,C3SR,"C3SR,C3SR_21",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
401,parents expect,C3SR_22,C3SR,"C3SR,C3SR_22",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
402,enjoy favorite activities,C3SR_23,C3SR,"C3SR,C3SR_23",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
403,act like angel,C3SR_24,C3SR,"C3SR,C3SR_24",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
404,happy cheerful,C3SR_25,C3SR,"C3SR,C3SR_25",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
405,parents harsh punish,C3SR_26,C3SR,"C3SR,C3SR_26",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
406,concentrating,C3SR_27,C3SR,"C3SR,C3SR_27",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
407,perfect every way,C3SR_28,C3SR,"C3SR,C3SR_28",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
408,restless,C3SR_29,C3SR,"C3SR,C3SR_29",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
409,mad someone even,C3SR_30,C3SR,"C3SR,C3SR_30",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
411,destroy stuff belongs people,C3SR_32,C3SR,"C3SR,C3SR_32",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
412,reading,C3SR_33,C3SR,"C3SR,C3SR_33",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
413,parents critical,C3SR_34,C3SR,"C3SR,C3SR_34",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
414,thing,C3SR_35,C3SR,"C3SR,C3SR_35",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
415,learn slowly kids,C3SR_36,C3SR,"C3SR,C3SR_36",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
416,parents strict,C3SR_37,C3SR,"C3SR,C3SR_37",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
417,math,C3SR_38,C3SR,"C3SR,C3SR_38",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
418,bully threaten people,C3SR_39,C3SR,"C3SR,C3SR_39",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
419,defiance aggression,C3SR_AG,C3SR,"C3SR,C3SR_AG",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
421,family relations,C3SR_FR,C3SR,"C3SR,C3SR_FR",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
423,hyperactivity impulsivity,C3SR_HY,C3SR,"C3SR,C3SR_HY",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
425,inattention,C3SR_IN,C3SR,"C3SR,C3SR_IN",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
427,learning,C3SR_LP,C3SR,"C3SR,C3SR_LP",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
429,negative impression,C3SR_NI,C3SR,"C3SR,C3SR_NI",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
430,positive impression,C3SR_PI,C3SR,"C3SR,C3SR_PI",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Conners ADHD Rating Scales - Self Report  Short Form
431,interrupt others talking,CAARS_01,CAARS,,,,
432,go driven motor,CAARS_02,CAARS,,,,
433,disor,CAARS_03,CAARS,,,,
434,hard stay one place,CAARS_04,CAARS,,,,
435,hard keep track several things,CAARS_05,CAARS,,,,
437,short fuse hot temper,CAARS_07,CAARS,,,,
438,still throw tantrums,CAARS_08,CAARS,,,,
439,avoid new challenges lack faith abilities,CAARS_09,CAARS,,,,
440,seek fast paced exciting activities,CAARS_10,CAARS,,,,
441,restless inside even sitting still,CAARS_11,CAARS,,,,
442,things hear see distract,CAARS_12,CAARS,,,,
443,things set,CAARS_13,CAARS,,,,
444,underachiever,CAARS_14,CAARS,,,,
446,act okay outside inside unsure,CAARS_16,CAARS,,,,
447,things done unless ab,CAARS_17,CAARS,,,,
448,getting started task,CAARS_18,CAARS,,,,
449,intrude others act,CAARS_19,CAARS,,,,
450,moods unpredictable,CAARS_20,CAARS,,,,
451,absent minded daily act,CAARS_21,CAARS,,,,
452,sometimes attention narrows oblivious everything else times broad everythi,CAARS_22,CAARS,,,,
453,tend squirm fidget,CAARS_23,CAARS,,,,
454,keep mind unless rea,CAARS_24,CAARS,,,,
455,wish greater confidence abilities,CAARS_25,CAARS,,,,
456,failures make hard believe,CAARS_26,CAARS,,,,
457,inattention memory,CAARS_IM_Raw,CAARS,,,,
459,hyperactivity restlessness,CAARS_HR_Raw,CAARS,,,,
461,impulsivity emotional lability,CAARS_IE_Raw,CAARS,,,,
463,self concept,CAARS_SC_Raw,CAARS,,,,
465,adhd,CAARS_ADHD_Raw,CAARS,,,,
467,acts young,CBCL_01,CBCL,"CBCL,CBCL_01",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
468,drinks alcohol without parents approval,CBCL_02,CBCL,"CBCL,CBCL_02",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
469,argues,CBCL_03,CBCL,"CBCL,CBCL_03",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
470,fails finish things starts,CBCL_04,CBCL,"CBCL,CBCL_04",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
471,enjoys,CBCL_05,CBCL,"CBCL,CBCL_05",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
472,bowel movements outside toilet,CBCL_06,CBCL,"CBCL,CBCL_06",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
473,bragging boasting,CBCL_07,CBCL,"CBCL,CBCL_07",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
474,concentrate pay attention long,CBCL_08,CBCL,"CBCL,CBCL_08",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
475,mind thoughts obsessions,CBCL_09,CBCL,"CBCL,CBCL_09",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
476,sit still restless hyperactive,CBCL_10,CBCL,"CBCL,CBCL_10",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
477,clings adults dependent,CBCL_11,CBCL,"CBCL,CBCL_11",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
478,complains loneliness,CBCL_12,CBCL,"CBCL,CBCL_12",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
480,cries,CBCL_14,CBCL,"CBCL,CBCL_14",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
481,cruel animals,CBCL_15,CBCL,"CBCL,CBCL_15",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
482,cruelty bullying meanness others,CBCL_16,CBCL,"CBCL,CBCL_16",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
483,daydreams lost thoughts,CBCL_17,CBCL,"CBCL,CBCL_17",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
484,deliberately harms self attempts suicide,CBCL_18,CBCL,"CBCL,CBCL_18",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
485,demands attention,CBCL_19,CBCL,"CBCL,CBCL_19",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
486,destroys things,CBCL_20,CBCL,"CBCL,CBCL_20",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
487,destroys things belonging family others,CBCL_21,CBCL,"CBCL,CBCL_21",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
488,disobedient home,CBCL_22,CBCL,"CBCL,CBCL_22",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
489,disobedient school,CBCL_23,CBCL,"CBCL,CBCL_23",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
491,along kids,CBCL_25,CBCL,"CBCL,CBCL_25",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
492,guilty misbehaving,CBCL_26,CBCL,"CBCL,CBCL_26",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
493,jealous,CBCL_27,CBCL,"CBCL,CBCL_27",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
494,breaks rules home school elsewhere,CBCL_28,CBCL,"CBCL,CBCL_28",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
495,fears animals situations places school,CBCL_29,CBCL,"CBCL,CBCL_29",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
496,fears going school,CBCL_30,CBCL,"CBCL,CBCL_30",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
497,fears might think bad,CBCL_31,CBCL,"CBCL,CBCL_31",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
499,complains one loves,CBCL_33,CBCL,"CBCL,CBCL_33",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
502,hurt accident prone,CBCL_36,CBCL,"CBCL,CBCL_36",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
504,teased,CBCL_38,CBCL,"CBCL,CBCL_38",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
505,hangs around others,CBCL_39,CBCL,"CBCL,CBCL_39",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
506,hears sounds voices,CBCL_40,CBCL,"CBCL,CBCL_40",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
509,lying cheating,CBCL_43,CBCL,"CBCL,CBCL_43",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
510,bites fingernails,CBCL_44,CBCL,"CBCL,CBCL_44",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
511,nervous highstrung tense,CBCL_45,CBCL,"CBCL,CBCL_45",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
512,nervous movements twitching,CBCL_46,CBCL,"CBCL,CBCL_46",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
513,nightmares,CBCL_47,CBCL,"CBCL,CBCL_47",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
514,liked kids,CBCL_48,CBCL,"CBCL,CBCL_48",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
515,constipated move bowels,CBCL_49,CBCL,"CBCL,CBCL_49",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
519,overeating,CBCL_53,CBCL,"CBCL,CBCL_53",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
520,overtired without good reason,CBCL_54,CBCL,"CBCL,CBCL_54",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
521,overweight,CBCL_55,CBCL,"CBCL,CBCL_55",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
522,aches pains stomach headaches,CBCL_56A,CBCL,"CBCL,CBCL_56A",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
523,b headaches,CBCL_56B,CBCL,"CBCL,CBCL_56B",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
524,c nausea sick,CBCL_56C,CBCL,"CBCL,CBCL_56C",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
525,eyes glasses,CBCL_56D,CBCL,"CBCL,CBCL_56D",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
526,rashes skin,CBCL_56E,CBCL,"CBCL,CBCL_56E",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
527,f stomachaches,CBCL_56F,CBCL,"CBCL,CBCL_56F",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
528,vomiting throwing,CBCL_56G,CBCL,"CBCL,CBCL_56G",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
